"sex" "age" "period" "region" "outcome" "cases" "pop"
"582" 2 3 9 5 "Deaths" 4 13907
"583" 1 4 9 5 "Deaths" 4 11207
"584" 2 4 9 5 "Deaths" 6 11238
"585" 1 5 9 5 "Deaths" 6 9190
"586" 2 5 9 5 "Deaths" 6 10643
"587" 1 6 9 5 "Deaths" 5 3526
"588" 2 6 9 5 "Deaths" 5 6839
"589" 1 1 10 5 "Deaths" 17 54628
"590" 2 1 10 5 "Deaths" 17 49923
"591" 1 2 10 5 "Deaths" 4 17899
"592" 2 2 10 5 "Deaths" 5 16442
"593" 1 3 10 5 "Deaths" 7 15418
"594" 2 3 10 5 "Deaths" 4 14229
"595" 1 4 10 5 "Deaths" 5 11580
"596" 2 4 10 5 "Deaths" 5 11548
"597" 1 5 10 5 "Deaths" 7 9240
"598" 2 5 10 5 "Deaths" 6 10531
"599" 1 6 10 5 "Deaths" 4 3882
"600" 2 6 10 5 "Deaths" 4 7380
"601" 1 1 1 6 "Deaths" 21 223117
"602" 2 1 1 6 "Deaths" 16 217634
"603" 1 2 1 6 "Deaths" 6 48882
"604" 2 2 1 6 "Deaths" 7 50500
"605" 1 3 1 6 "Deaths" 6 41550
"606" 2 3 1 6 "Deaths" 6 44144
"607" 1 4 1 6 "Deaths" 7 31187
"608" 2 4 1 6 "Deaths" 7 38005
"609" 1 5 1 6 "Deaths" 7 15527
"610" 2 5 1 6 "Deaths" 5 26438
"611" 1 6 1 6 "Deaths" 7 5732
"612" 2 6 1 6 "Deaths" 5 14392
"613" 1 1 2 6 "Deaths" 18 216712
"614" 2 1 2 6 "Deaths" 16 211008
"615" 1 2 2 6 "Deaths" 5 50558
"616" 2 2 2 6 "Deaths" 4 52474
"617" 1 3 2 6 "Deaths" 7 41300
"618" 2 3 2 6 "Deaths" 7 43707
"619" 1 4 2 6 "Deaths" 8 33278
"620" 2 4 2 6 "Deaths" 7 39812
"621" 1 5 2 6 "Deaths" 8 16332
"622" 2 5 2 6 "Deaths" 7 27351
"623" 1 6 2 6 "Deaths" 4 6313
"624" 2 6 2 6 "Deaths" 7 15810
"625" 1 1 3 6 "Deaths" 18 212706
"626" 2 1 3 6 "Deaths" 18 206666
"627" 1 2 3 6 "Deaths" 7 51622
"628" 2 2 3 6 "Deaths" 6 53655
"629" 1 3 3 6 "Deaths" 11 42135
"630" 2 3 3 6 "Deaths" 8 44474
"631" 1 4 3 6 "Deaths" 11 35080
"632" 2 4 3 6 "Deaths" 5 41474
"633" 1 5 3 6 "Deaths" 6 18104
"634" 2 5 3 6 "Deaths" 7 29282
"635" 1 6 3 6 "Deaths" 5 6911
"636" 2 6 3 6 "Deaths" 4 17378
"637" 1 1 4 6 "Deaths" 21 208700
"638" 2 1 4 6 "Deaths" 16 202324
"639" 1 2 4 6 "Deaths" 6 52686
"640" 2 2 4 6 "Deaths" 4 54836
"641" 1 3 4 6 "Deaths" 10 42970
"642" 2 3 4 6 "Deaths" 11 45241
"643" 1 4 4 6 "Deaths" 12 36882
"644" 2 4 4 6 "Deaths" 10 43136
"645" 1 5 4 6 "Deaths" 12 19876
"646" 2 5 4 6 "Deaths" 10 31213
"647" 1 6 4 6 "Deaths" 5 7509
"648" 2 6 4 6 "Deaths" 7 18946
"649" 1 1 5 6 "Deaths" 19 203617
"650" 2 1 5 6 "Deaths" 17 196414
"651" 1 2 5 6 "Deaths" 5 53696
"652" 2 2 5 6 "Deaths" 6 55961
"653" 1 3 5 6 "Deaths" 12 45066
"654" 2 3 5 6 "Deaths" 6 47522
"655" 1 4 5 6 "Deaths" 14 37052
"656" 2 4 5 6 "Deaths" 10 43074
"657" 1 5 5 6 "Deaths" 11 21911
"658" 2 5 5 6 "Deaths" 11 33101
"659" 1 6 5 6 "Deaths" 5 8022
"660" 2 6 5 6 "Deaths" 6 20260
"661" 1 1 6 6 "Deaths" 17 198183
"662" 2 1 6 6 "Deaths" 17 189988
"663" 1 2 6 6 "Deaths" 8 54684
"664" 2 2 6 6 "Deaths" 6 57065
"665" 1 3 6 6 "Deaths" 8 47578
"666" 2 3 6 6 "Deaths" 11 50308
"667" 1 4 6 6 "Deaths" 9 36672
"668" 2 4 6 6 "Deaths" 10 42448
"669" 1 5 6 6 "Deaths" 8 24021
"670" 2 5 6 6 "Deaths" 10 34987
"671" 1 6 6 6 "Deaths" 5 8500
"672" 2 6 6 6 "Deaths" 9 21478
"673" 1 1 7 6 "Deaths" 16 193374
"674" 2 1 7 6 "Deaths" 17 184444
"675" 1 2 7 6 "Deaths" 4 55925
"676" 2 2 7 6 "Deaths" 6 58299
"677" 1 3 7 6 "Deaths" 12 49681
"678" 2 3 7 6 "Deaths" 9 52665
"679" 1 4 7 6 "Deaths" 17 36665
"680" 2 4 7 6 "Deaths" 10 42172
"681" 1 5 7 6 "Deaths" 8 25952
"682" 2 5 7 6 "Deaths" 13 36731
"683" 1 6 7 6 "Deaths" 6 9180
"684" 2 6 7 6 "Deaths" 11 22899
"685" 1 1 8 6 "Deaths" 19 190451
"686" 2 1 8 6 "Deaths" 18 181557
"687" 1 2 8 6 "Deaths" 9 57916
"688" 2 2 8 6 "Deaths" 8 59907
"689" 1 3 8 6 "Deaths" 14 50533
"690" 2 3 8 6 "Deaths" 9 53735
"691" 1 4 8 6 "Deaths" 15 37774
"692" 2 4 8 6 "Deaths" 8 42972
"693" 1 5 8 6 "Deaths" 11 27300
"694" 2 5 8 6 "Deaths" 8 38078
"695" 1 6 8 6 "Deaths" 7 10450
"696" 2 6 8 6 "Deaths" 9 24913
"697" 1 1 9 6 "Deaths" 21 187528
"698" 2 1 9 6 "Deaths" 17 178670
"699" 1 2 9 6 "Deaths" 5 59907
"700" 2 2 9 6 "Deaths" 4 61515
"701" 1 3 9 6 "Deaths" 9 51385
"702" 2 3 9 6 "Deaths" 9 54805
"703" 1 4 9 6 "Deaths" 14 38883
"704" 2 4 9 6 "Deaths" 8 43772
"705" 1 5 9 6 "Deaths" 7 28648
"706" 2 5 9 6 "Deaths" 11 39425
"707" 1 6 9 6 "Deaths" 6 11720
"708" 2 6 9 6 "Deaths" 7 26927
"709" 1 1 10 6 "Deaths" 16 184850
"710" 2 1 10 6 "Deaths" 17 176607
"711" 1 2 10 6 "Deaths" 5 61320
"712" 2 2 10 6 "Deaths" 6 62516
"713" 1 3 10 6 "Deaths" 7 52088
"714" 2 3 10 6 "Deaths" 5 55595
"715" 1 4 10 6 "Deaths" 15 40612
"716" 2 4 10 6 "Deaths" 8 45718
"717" 1 5 10 6 "Deaths" 12 28934
"718" 2 5 10 6 "Deaths" 9 39286
"719" 1 6 10 6 "Deaths" 8 12821
"720" 2 6 10 6 "Deaths" 9 28661
"721" 1 1 1 7 "Deaths" 18 167574
"722" 2 1 1 7 "Deaths" 17 163326
"723" 1 2 1 7 "Deaths" 6 37767
"724" 2 2 1 7 "Deaths" 4 35448
"725" 1 3 1 7 "Deaths" 5 31619
"726" 2 3 1 7 "Deaths" 6 29258
"727" 1 4 1 7 "Deaths" 9 21956
"728" 2 4 1 7 "Deaths" 11 23854
"729" 1 5 1 7 "Deaths" 7 11273
"730" 2 5 1 7 "Deaths" 6 15877
"731" 1 6 1 7 "Deaths" 6 4410
"732" 2 6 1 7 "Deaths" 8 8426
"733" 1 1 2 7 "Deaths" 19 164767
"734" 2 1 2 7 "Deaths" 20 160918
"735" 1 2 2 7 "Deaths" 6 39288
"736" 2 2 2 7 "Deaths" 4 37391
"737" 1 3 2 7 "Deaths" 5 31843
"738" 2 3 2 7 "Deaths" 5 29393
"739" 1 4 2 7 "Deaths" 6 23787
"740" 2 4 2 7 "Deaths" 7 25305
"741" 1 5 2 7 "Deaths" 6 11871
"742" 2 5 2 7 "Deaths" 6 16658
"743" 1 6 2 7 "Deaths" 5 4922
"744" 2 6 2 7 "Deaths" 5 9385
"745" 1 1 3 7 "Deaths" 18 162288
"746" 2 1 3 7 "Deaths" 17 158577
"747" 1 2 3 7 "Deaths" 8 40390
"748" 2 2 3 7 "Deaths" 4 38855
"749" 1 3 3 7 "Deaths" 7 32632
"750" 2 3 3 7 "Deaths" 6 30211
"751" 1 4 3 7 "Deaths" 8 25722
"752" 2 4 3 7 "Deaths" 8 26680
"753" 1 5 3 7 "Deaths" 10 13174
"754" 2 5 3 7 "Deaths" 5 18082
"755" 1 6 3 7 "Deaths" 5 5443
"756" 2 6 3 7 "Deaths" 5 10585
"757" 1 1 4 7 "Deaths" 18 159814
"758" 2 1 4 7 "Deaths" 17 156239
"759" 1 2 4 7 "Deaths" 7 41496
"760" 2 2 4 7 "Deaths" 5 40321
"761" 1 3 4 7 "Deaths" 8 33421
"762" 2 3 4 7 "Deaths" 5 31031
"763" 1 4 4 7 "Deaths" 6 27659
"764" 2 4 4 7 "Deaths" 8 28057
"765" 1 5 4 7 "Deaths" 12 14481
"766" 2 5 4 7 "Deaths" 6 19506
"767" 1 6 4 7 "Deaths" 4 5969
"768" 2 6 4 7 "Deaths" 4 11786
"769" 1 1 5 7 "Deaths" 16 156688
"770" 2 1 5 7 "Deaths" 19 152435
"771" 1 2 5 7 "Deaths" 9 42426
"772" 2 2 5 7 "Deaths" 8 41760
"773" 1 3 5 7 "Deaths" 6 35210
"774" 2 3 5 7 "Deaths" 5 33114
"775" 1 4 5 7 "Deaths" 9 28208
"776" 2 4 5 7 "Deaths" 6 28248
"777" 1 5 5 7 "Deaths" 13 16103
"778" 2 5 5 7 "Deaths" 9 21031
"779" 1 6 5 7 "Deaths" 5 6378
"780" 2 6 5 7 "Deaths" 7 12757
"781" 1 1 6 7 "Deaths" 19 153312
"782" 2 1 6 7 "Deaths" 19 148155
"783" 1 2 6 7 "Deaths" 9 43306
"784" 2 2 6 7 "Deaths" 8 43172
"785" 1 3 6 7 "Deaths" 7 37304
"786" 2 3 6 7 "Deaths" 7 35602
"787" 1 4 6 7 "Deaths" 9 28266
"788" 2 4 6 7 "Deaths" 6 28038
"789" 1 5 6 7 "Deaths" 9 17829
"790" 2 5 6 7 "Deaths" 6 22571
"791" 1 6 6 7 "Deaths" 6 6748
"792" 2 6 6 7 "Deaths" 6 13645
"793" 1 1 7 7 "Deaths" 17 151143
"794" 2 1 7 7 "Deaths" 17 144903
"795" 1 2 7 7 "Deaths" 5 44544
"796" 2 2 7 7 "Deaths" 5 44789
"797" 1 3 7 7 "Deaths" 8 39147
"798" 2 3 7 7 "Deaths" 7 37857
"799" 1 4 7 7 "Deaths" 8 28584
"800" 2 4 7 7 "Deaths" 8 28135
"801" 1 5 7 7 "Deaths" 8 19508
"802" 2 5 7 7 "Deaths" 8 24042
"803" 1 6 7 7 "Deaths" 6 7275
"804" 2 6 7 7 "Deaths" 9 14717
"805" 1 1 8 7 "Deaths" 17 152542
"806" 2 1 8 7 "Deaths" 16 144741
"807" 1 2 8 7 "Deaths" 8 46863
"808" 2 2 8 7 "Deaths" 6 46954
"809" 1 3 8 7 "Deaths" 8 40159
"810" 2 3 8 7 "Deaths" 10 39395
"811" 1 4 8 7 "Deaths" 4 29611
"812" 2 4 8 7 "Deaths" 6 29149
"813" 1 5 8 7 "Deaths" 8 21045
"814" 2 5 8 7 "Deaths" 9 25249
"815" 1 6 8 7 "Deaths" 4 8240
"816" 2 6 8 7 "Deaths" 11 16320
"817" 1 1 9 7 "Deaths" 17 153941
"818" 2 1 9 7 "Deaths" 16 144579
"819" 1 2 9 7 "Deaths" 5 49182
"820" 2 2 9 7 "Deaths" 8 49119
"821" 1 3 9 7 "Deaths" 9 41171
"822" 2 3 9 7 "Deaths" 6 40933
"823" 1 4 9 7 "Deaths" 9 30638
"824" 2 4 9 7 "Deaths" 7 30163
"825" 1 5 9 7 "Deaths" 8 22582
"826" 2 5 9 7 "Deaths" 7 26456
"827" 1 6 9 7 "Deaths" 8 9205
"828" 2 6 9 7 "Deaths" 7 17923
"829" 1 1 10 7 "Deaths" 20 154629
"830" 2 1 10 7 "Deaths" 16 144685
"831" 1 2 10 7 "Deaths" 8 50810
"832" 2 2 10 7 "Deaths" 5 50191
"833" 1 3 10 7 "Deaths" 11 42027
"834" 2 3 10 7 "Deaths" 6 42233
"835" 1 4 10 7 "Deaths" 10 32106
"836" 2 4 10 7 "Deaths" 7 31965
"837" 1 5 10 7 "Deaths" 13 23023
"838" 2 5 10 7 "Deaths" 10 26604
"839" 1 6 10 7 "Deaths" 5 10161
"840" 2 6 10 7 "Deaths" 9 19197
"841" 1 1 1 8 "Deaths" 16 36603
"842" 2 1 1 8 "Deaths" 17 32938
"843" 1 2 1 8 "Deaths" 5 7988
"844" 2 2 1 8 "Deaths" 4 6958
"845" 1 3 1 8 "Deaths" 6 7628
"846" 2 3 1 8 "Deaths" 5 7513
"847" 1 4 1 8 "Deaths" 4 8294
"848" 2 4 1 8 "Deaths" 4 8624
"849" 1 5 1 8 "Deaths" 4 4893
"850" 2 5 1 8 "Deaths" 4 6614
"851" 1 6 1 8 "Deaths" 4 2250
"852" 2 6 1 8 "Deaths" 5 3638
"853" 1 1 2 8 "Deaths" 16 35578
"854" 2 1 2 8 "Deaths" 16 31952
"855" 1 2 2 8 "Deaths" 4 8303
"856" 2 2 2 8 "Deaths" 5 7175
"857" 1 3 2 8 "Deaths" 8 7243
"858" 2 3 2 8 "Deaths" 5 7031
"859" 1 4 2 8 "Deaths" 6 8502
"860" 2 4 2 8 "Deaths" 5 8766
"861" 1 5 2 8 "Deaths" 6 5044
"862" 2 5 2 8 "Deaths" 4 6695
"863" 1 6 2 8 "Deaths" 4 2360
"864" 2 6 2 8 "Deaths" 4 3930
"865" 1 1 3 8 "Deaths" 17 34447
"866" 2 1 3 8 "Deaths" 16 30944
"867" 1 2 3 8 "Deaths" 5 8604
"868" 2 2 3 8 "Deaths" 5 7419
"869" 1 3 3 8 "Deaths" 5 7273
"870" 2 3 3 8 "Deaths" 5 6831
"871" 1 4 3 8 "Deaths" 7 8357
"872" 2 4 3 8 "Deaths" 5 8607
"873" 1 5 3 8 "Deaths" 4 5493
"874" 2 5 3 8 "Deaths" 5 6948
"875" 1 6 3 8 "Deaths" 4 2427
"876" 2 6 3 8 "Deaths" 6 4258
"877" 1 1 4 8 "Deaths" 17 33316
"878" 2 1 4 8 "Deaths" 16 29936
"879" 1 2 4 8 "Deaths" 6 8905
"880" 2 2 4 8 "Deaths" 4 7663
"881" 1 3 4 8 "Deaths" 6 7303
"882" 2 3 4 8 "Deaths" 4 6631
"883" 1 4 4 8 "Deaths" 7 8212
"884" 2 4 4 8 "Deaths" 6 8448
"885" 1 5 4 8 "Deaths" 5 5942
"886" 2 5 4 8 "Deaths" 6 7201
"887" 1 6 4 8 "Deaths" 4 2494
"888" 2 6 4 8 "Deaths" 4 4586
"889" 1 1 5 8 "Deaths" 16 33154
"890" 2 1 5 8 "Deaths" 16 29646
"891" 1 2 5 8 "Deaths" 4 9371
"892" 2 2 5 8 "Deaths" 4 8032
"893" 1 3 5 8 "Deaths" 4 7668
"894" 2 3 5 8 "Deaths" 6 6821
"895" 1 4 5 8 "Deaths" 6 8006
"896" 2 4 5 8 "Deaths" 5 8336
"897" 1 5 5 8 "Deaths" 6 6452
"898" 2 5 5 8 "Deaths" 4 7654
"899" 1 6 5 8 "Deaths" 4 2658
"900" 2 6 5 8 "Deaths" 5 4922
"901" 1 1 6 8 "Deaths" 18 32032
"902" 2 1 6 8 "Deaths" 18 28345
"903" 1 2 6 8 "Deaths" 4 9598
"904" 2 2 6 8 "Deaths" 5 8179
"905" 1 3 6 8 "Deaths" 5 8007
"906" 2 3 6 8 "Deaths" 4 7136
"907" 1 4 6 8 "Deaths" 6 7390
"908" 2 4 6 8 "Deaths" 4 7575
"909" 1 5 6 8 "Deaths" 7 6704
"910" 2 5 6 8 "Deaths" 5 7895
"911" 1 6 6 8 "Deaths" 5 2727
"912" 2 6 6 8 "Deaths" 4 5134
"913" 1 1 7 8 "Deaths" 16 32306
"914" 2 1 7 8 "Deaths" 17 28319
"915" 1 2 7 8 "Deaths" 4 10364
"916" 2 2 7 8 "Deaths" 5 8684
"917" 1 3 7 8 "Deaths" 7 8444
"918" 2 3 7 8 "Deaths" 6 7320
"919" 1 4 7 8 "Deaths" 6 6976
"920" 2 4 7 8 "Deaths" 6 7087
"921" 1 5 7 8 "Deaths" 5 6911
"922" 2 5 7 8 "Deaths" 6 8113
"923" 1 6 7 8 "Deaths" 5 3017
"924" 2 6 7 8 "Deaths" 4 5441
"925" 1 1 8 8 "Deaths" 17 32792
"926" 2 1 8 8 "Deaths" 16 28803
"927" 1 2 8 8 "Deaths" 5 10717
"928" 2 2 8 8 "Deaths" 4 9103
"929" 1 3 8 8 "Deaths" 5 8897
"930" 2 3 8 8 "Deaths" 6 7625
"931" 1 4 8 8 "Deaths" 7 6915
"932" 2 4 8 8 "Deaths" 4 6775
"933" 1 5 8 8 "Deaths" 7 6814
"934" 2 5 8 8 "Deaths" 7 8039
"935" 1 6 8 8 "Deaths" 6 3356
"936" 2 6 8 8 "Deaths" 4 5852
"937" 1 1 9 8 "Deaths" 16 32958
"938" 2 1 9 8 "Deaths" 16 29088
"939" 1 2 9 8 "Deaths" 5 11028
"940" 2 2 9 8 "Deaths" 4 9538
"941" 1 3 9 8 "Deaths" 4 9187
"942" 2 3 9 8 "Deaths" 5 7865
"943" 1 4 9 8 "Deaths" 7 7067
"944" 2 4 9 8 "Deaths" 6 6725
"945" 1 5 9 8 "Deaths" 7 6791
"946" 2 5 9 8 "Deaths" 6 7879
"947" 1 6 9 8 "Deaths" 6 3667
"948" 2 6 9 8 "Deaths" 5 6266
"949" 1 1 10 8 "Deaths" 16 32838
"950" 2 1 10 8 "Deaths" 17 29261
"951" 1 2 10 8 "Deaths" 5 11401
"952" 2 2 10 8 "Deaths" 4 9721
"953" 1 3 10 8 "Deaths" 6 9499
"954" 2 3 10 8 "Deaths" 4 8224
"955" 1 4 10 8 "Deaths" 6 7261
"956" 2 4 10 8 "Deaths" 7 6783
"957" 1 5 10 8 "Deaths" 7 6663
"958" 2 5 10 8 "Deaths" 7 7650
"959" 1 6 10 8 "Deaths" 5 3931
"960" 2 6 10 8 "Deaths" 7 6603
"961" 1 1 1 9 "Deaths" 16 69292
"962" 2 1 1 9 "Deaths" 16 65800
"963" 1 2 1 9 "Deaths" 4 14530
"964" 2 2 1 9 "Deaths" 4 13337
"965" 1 3 1 9 "Deaths" 6 13995
"966" 2 3 1 9 "Deaths" 4 14129
"967" 1 4 1 9 "Deaths" 8 14619
"968" 2 4 1 9 "Deaths" 4 15755
"969" 1 5 1 9 "Deaths" 6 8385
"970" 2 5 1 9 "Deaths" 5 11387
"971" 1 6 1 9 "Deaths" 4 3114
"972" 2 6 1 9 "Deaths" 4 5660
"973" 1 1 2 9 "Deaths" 16 68022
"974" 2 1 2 9 "Deaths" 18 64778
"975" 1 2 2 9 "Deaths" 5 15116
"976" 2 2 2 9 "Deaths" 4 13711
"977" 1 3 2 9 "Deaths" 7 13292
"978" 2 3 2 9 "Deaths" 4 13387
"979" 1 4 2 9 "Deaths" 12 14994
"980" 2 4 2 9 "Deaths" 5 16014
"981" 1 5 2 9 "Deaths" 6 8832
"982" 2 5 2 9 "Deaths" 6 11886
"983" 1 6 2 9 "Deaths" 4 3391
"984" 2 6 2 9 "Deaths" 5 6160
"985" 1 1 3 9 "Deaths" 16 66984
"986" 2 1 3 9 "Deaths" 16 63912
"987" 1 2 3 9 "Deaths" 4 15569
"988" 2 2 3 9 "Deaths" 4 14113
"989" 1 3 3 9 "Deaths" 5 13271
"990" 2 3 3 9 "Deaths" 5 13066
"991" 1 4 3 9 "Deaths" 6 14769
"992" 2 4 3 9 "Deaths" 7 15778
"993" 1 5 3 9 "Deaths" 5 9657
"994" 2 5 3 9 "Deaths" 8 12617
"995" 1 6 3 9 "Deaths" 5 3651
"996" 2 6 3 9 "Deaths" 4 6788
"997" 1 1 4 9 "Deaths" 17 65946
"998" 2 1 4 9 "Deaths" 17 63046
"999" 1 2 4 9 "Deaths" 5 16022
"1000" 2 2 4 9 "Deaths" 6 14515
"1001" 1 3 4 9 "Deaths" 6 13250
"1002" 2 3 4 9 "Deaths" 4 12745
"1003" 1 4 4 9 "Deaths" 9 14544
"1004" 2 4 4 9 "Deaths" 5 15542
"1005" 1 5 4 9 "Deaths" 6 10482
"1006" 2 5 4 9 "Deaths" 4 13348
"1007" 1 6 4 9 "Deaths" 4 3911
"1008" 2 6 4 9 "Deaths" 5 7416
"1009" 1 1 5 9 "Deaths" 17 67143
"1010" 2 1 5 9 "Deaths" 16 63829
"1011" 1 2 5 9 "Deaths" 6 17004
"1012" 2 2 5 9 "Deaths" 4 15407
"1013" 1 3 5 9 "Deaths" 6 13797
"1014" 2 3 5 9 "Deaths" 4 13239
"1015" 1 4 5 9 "Deaths" 9 14406
"1016" 2 4 5 9 "Deaths" 4 15508
"1017" 1 5 5 9 "Deaths" 10 11442
"1018" 2 5 5 9 "Deaths" 5 14091
"1019" 1 6 5 9 "Deaths" 5 4210
"1020" 2 6 5 9 "Deaths" 6 8176
"1021" 1 1 6 9 "Deaths" 17 65837
"1022" 2 1 6 9 "Deaths" 16 61853
"1023" 1 2 6 9 "Deaths" 4 17465
"1024" 2 2 6 9 "Deaths" 4 15846
"1025" 1 3 6 9 "Deaths" 4 14593
"1026" 2 3 6 9 "Deaths" 5 13832
"1027" 1 4 6 9 "Deaths" 6 13173
"1028" 2 4 6 9 "Deaths" 4 14124
"1029" 1 5 6 9 "Deaths" 5 11778
"1030" 2 5 6 9 "Deaths" 7 14499
"1031" 1 6 6 9 "Deaths" 9 4474
"1032" 2 6 6 9 "Deaths" 5 8605
"1033" 1 1 7 9 "Deaths" 19 70824
"1034" 2 1 7 9 "Deaths" 16 63225
"1035" 1 2 7 9 "Deaths" 6 19257
"1036" 2 2 7 9 "Deaths" 4 17132
"1037" 1 3 7 9 "Deaths" 6 15256
"1038" 2 3 7 9 "Deaths" 5 14131
"1039" 1 4 7 9 "Deaths" 6 12704
"1040" 2 4 7 9 "Deaths" 8 13529
"1041" 1 5 7 9 "Deaths" 6 11966
"1042" 2 5 7 9 "Deaths" 5 14824
"1043" 1 6 7 9 "Deaths" 5 5107
"1044" 2 6 7 9 "Deaths" 5 9291
"1045" 1 1 8 9 "Deaths" 16 73350
"1046" 2 1 8 9 "Deaths" 16 64931
"1047" 1 2 8 9 "Deaths" 4 20647
"1048" 2 2 8 9 "Deaths" 4 18295
"1049" 1 3 8 9 "Deaths" 7 15899
"1050" 2 3 8 9 "Deaths" 4 14669
"1051" 1 4 8 9 "Deaths" 5 12460
"1052" 2 4 8 9 "Deaths" 6 13138
"1053" 1 5 8 9 "Deaths" 9 11931
"1054" 2 5 8 9 "Deaths" 6 14701
"1055" 1 6 8 9 "Deaths" 6 5613
"1056" 2 6 8 9 "Deaths" 8 9990
"1057" 1 1 9 9 "Deaths" 17 74067
"1058" 2 1 9 9 "Deaths" 16 65705
"1059" 1 2 9 9 "Deaths" 4 22004
"1060" 2 2 9 9 "Deaths" 4 19543
"1061" 1 3 9 9 "Deaths" 5 16411
"1062" 2 3 9 9 "Deaths" 4 15055
"1063" 1 4 9 9 "Deaths" 9 12691
"1064" 2 4 9 9 "Deaths" 6 13029
"1065" 1 5 9 9 "Deaths" 5 11734
"1066" 2 5 9 9 "Deaths" 9 14558
"1067" 1 6 9 9 "Deaths" 5 6078
"1068" 2 6 9 9 "Deaths" 6 10668
"1069" 1 1 10 9 "Deaths" 18 73475
"1070" 2 1 10 9 "Deaths" 16 66335
"1071" 1 2 10 9 "Deaths" 5 22934
"1072" 2 2 10 9 "Deaths" 5 20346
"1073" 1 3 10 9 "Deaths" 7 17310
"1074" 2 3 10 9 "Deaths" 5 15688
"1075" 1 4 10 9 "Deaths" 7 13118
"1076" 2 4 10 9 "Deaths" 6 13241
"1077" 1 5 10 9 "Deaths" 7 11543
"1078" 2 5 10 9 "Deaths" 5 14125
"1079" 1 6 10 9 "Deaths" 5 6449
"1080" 2 6 10 9 "Deaths" 6 11359
"1081" 1 1 1 10 "Deaths" 16 40620
"1082" 2 1 1 10 "Deaths" 16 35582
"1083" 1 2 1 10 "Deaths" 4 8822
"1084" 2 2 1 10 "Deaths" 4 7061
"1085" 1 3 1 10 "Deaths" 5 8575
"1086" 2 3 1 10 "Deaths" 6 7276
"1087" 1 4 1 10 "Deaths" 5 8122
"1088" 2 4 1 10 "Deaths" 4 7748
"1089" 1 5 1 10 "Deaths" 4 4710
"1090" 2 5 1 10 "Deaths" 4 5700
"1091" 1 6 1 10 "Deaths" 4 1939
"1092" 2 6 1 10 "Deaths" 5 3176
"1093" 1 1 2 10 "Deaths" 16 39291
"1094" 2 1 2 10 "Deaths" 16 34405
"1095" 1 2 2 10 "Deaths" 5 9118
"1096" 2 2 2 10 "Deaths" 4 7302
"1097" 1 3 2 10 "Deaths" 6 8189
"1098" 2 3 2 10 "Deaths" 6 6912
"1099" 1 4 2 10 "Deaths" 6 8406
"1100" 2 4 2 10 "Deaths" 4 7877
"1101" 1 5 2 10 "Deaths" 6 4792
"1102" 2 5 2 10 "Deaths" 6 5808
"1103" 1 6 2 10 "Deaths" 4 2105
"1104" 2 6 2 10 "Deaths" 4 3448
"1105" 1 1 3 10 "Deaths" 16 38138
"1106" 2 1 3 10 "Deaths" 17 33604
"1107" 1 2 3 10 "Deaths" 4 9568
"1108" 2 2 3 10 "Deaths" 4 7533
"1109" 1 3 3 10 "Deaths" 6 8010
"1110" 2 3 3 10 "Deaths" 4 6739
"1111" 1 4 3 10 "Deaths" 4 8469
"1112" 2 4 3 10 "Deaths" 7 7748
"1113" 1 5 3 10 "Deaths" 5 5138
"1114" 2 5 3 10 "Deaths" 5 6100
"1115" 1 6 3 10 "Deaths" 4 2223
"1116" 2 6 3 10 "Deaths" 4 3755
"1117" 1 1 4 10 "Deaths" 16 36985
"1118" 2 1 4 10 "Deaths" 16 32803
"1119" 1 2 4 10 "Deaths" 5 10018
"1120" 2 2 4 10 "Deaths" 5 7764
"1121" 1 3 4 10 "Deaths" 5 7831
"1122" 2 3 4 10 "Deaths" 5 6566
"1123" 1 4 4 10 "Deaths" 5 8532
"1124" 2 4 4 10 "Deaths" 6 7619
"1125" 1 5 4 10 "Deaths" 5 5484
"1126" 2 5 4 10 "Deaths" 6 6392
"1127" 1 6 4 10 "Deaths" 5 2341
"1128" 2 6 4 10 "Deaths" 4 4062
"1129" 1 1 5 10 "Deaths" 16 37031
"1130" 2 1 5 10 "Deaths" 16 32805
"1131" 1 2 5 10 "Deaths" 4 10834
"1132" 2 2 5 10 "Deaths" 5 8353
"1133" 1 3 5 10 "Deaths" 6 8223
"1134" 2 3 5 10 "Deaths" 5 6819
"1135" 1 4 5 10 "Deaths" 6 8746
"1136" 2 4 5 10 "Deaths" 5 7663
"1137" 1 5 5 10 "Deaths" 5 6040
"1138" 2 5 5 10 "Deaths" 5 6906
"1139" 1 6 5 10 "Deaths" 4 2536
"1140" 2 6 5 10 "Deaths" 4 4406
"1141" 1 1 6 10 "Deaths" 16 34893
"1142" 2 1 6 10 "Deaths" 18 30919
"1143" 1 2 6 10 "Deaths" 4 10879
"1144" 2 2 6 10 "Deaths" 5 8379
"1145" 1 3 6 10 "Deaths" 4 8520
"1146" 2 3 6 10 "Deaths" 4 6957
"1147" 1 4 6 10 "Deaths" 6 8122
"1148" 2 4 6 10 "Deaths" 4 7141
"1149" 1 5 6 10 "Deaths" 7 6293
"1150" 2 5 6 10 "Deaths" 8 7008
"1151" 1 6 6 10 "Deaths" 4 2537
"1152" 2 6 6 10 "Deaths" 4 4461
"1153" 1 1 7 10 "Deaths" 17 34399
"1154" 2 1 7 10 "Deaths" 16 30093
"1155" 1 2 7 10 "Deaths" 5 11136
"1156" 2 2 7 10 "Deaths" 4 8702
