"sex" "age" "period" "region" "cases" "pop" "outcome"
"578" 2 1 9 5 NA 49759 "Incidence"
"579" 1 2 9 5 NA 17504 "Incidence"
"580" 2 2 9 5 NA 16200 "Incidence"
"581" 1 3 9 5 NA 15106 "Incidence"
"582" 2 3 9 5 NA 13907 "Incidence"
"583" 1 4 9 5 NA 11207 "Incidence"
"584" 2 4 9 5 NA 11238 "Incidence"
"585" 1 5 9 5 NA 9190 "Incidence"
"586" 2 5 9 5 NA 10643 "Incidence"
"587" 1 6 9 5 NA 3526 "Incidence"
"588" 2 6 9 5 NA 6839 "Incidence"
"589" 1 1 10 5 NA 54628 "Incidence"
"590" 2 1 10 5 NA 49923 "Incidence"
"591" 1 2 10 5 NA 17899 "Incidence"
"592" 2 2 10 5 NA 16442 "Incidence"
"593" 1 3 10 5 NA 15418 "Incidence"
"594" 2 3 10 5 NA 14229 "Incidence"
"595" 1 4 10 5 NA 11580 "Incidence"
"596" 2 4 10 5 NA 11548 "Incidence"
"597" 1 5 10 5 NA 9240 "Incidence"
"598" 2 5 10 5 NA 10531 "Incidence"
"599" 1 6 10 5 NA 3882 "Incidence"
"600" 2 6 10 5 NA 7380 "Incidence"
"601" 1 1 1 6 11 223117 "Incidence"
"602" 2 1 1 6 10 217634 "Incidence"
"603" 1 2 1 6 10 48882 "Incidence"
"604" 2 2 1 6 18 50500 "Incidence"
"605" 1 3 1 6 9 41550 "Incidence"
"606" 2 3 1 6 17 44144 "Incidence"
"607" 1 4 1 6 11 31187 "Incidence"
"608" 2 4 1 6 11 38005 "Incidence"
"609" 1 5 1 6 13 15527 "Incidence"
"610" 2 5 1 6 14 26438 "Incidence"
"611" 1 6 1 6 10 5732 "Incidence"
"612" 2 6 1 6 12 14392 "Incidence"
"613" 1 1 2 6 16 216712 "Incidence"
"614" 2 1 2 6 14 211008 "Incidence"
"615" 1 2 2 6 10 50558 "Incidence"
"616" 2 2 2 6 11 52474 "Incidence"
"617" 1 3 2 6 11 41300 "Incidence"
"618" 2 3 2 6 16 43707 "Incidence"
"619" 1 4 2 6 14 33278 "Incidence"
"620" 2 4 2 6 9 39812 "Incidence"
"621" 1 5 2 6 15 16332 "Incidence"
"622" 2 5 2 6 16 27351 "Incidence"
"623" 1 6 2 6 6 6313 "Incidence"
"624" 2 6 2 6 11 15810 "Incidence"
"625" 1 1 3 6 23 212706 "Incidence"
"626" 2 1 3 6 15 206666 "Incidence"
"627" 1 2 3 6 15 51622 "Incidence"
"628" 2 2 3 6 9 53655 "Incidence"
"629" 1 3 3 6 17 42135 "Incidence"
"630" 2 3 3 6 13 44474 "Incidence"
"631" 1 4 3 6 16 35080 "Incidence"
"632" 2 4 3 6 17 41474 "Incidence"
"633" 1 5 3 6 14 18104 "Incidence"
"634" 2 5 3 6 12 29282 "Incidence"
"635" 1 6 3 6 11 6911 "Incidence"
"636" 2 6 3 6 8 17378 "Incidence"
"637" 1 1 4 6 17 208700 "Incidence"
"638" 2 1 4 6 12 202324 "Incidence"
"639" 1 2 4 6 14 52686 "Incidence"
"640" 2 2 4 6 11 54836 "Incidence"
"641" 1 3 4 6 20 42970 "Incidence"
"642" 2 3 4 6 13 45241 "Incidence"
"643" 1 4 4 6 20 36882 "Incidence"
"644" 2 4 4 6 19 43136 "Incidence"
"645" 1 5 4 6 18 19876 "Incidence"
"646" 2 5 4 6 17 31213 "Incidence"
"647" 1 6 4 6 12 7509 "Incidence"
"648" 2 6 4 6 10 18946 "Incidence"
"649" 1 1 5 6 21 203617 "Incidence"
"650" 2 1 5 6 11 196414 "Incidence"
"651" 1 2 5 6 12 53696 "Incidence"
"652" 2 2 5 6 11 55961 "Incidence"
"653" 1 3 5 6 22 45066 "Incidence"
"654" 2 3 5 6 13 47522 "Incidence"
"655" 1 4 5 6 20 37052 "Incidence"
"656" 2 4 5 6 15 43074 "Incidence"
"657" 1 5 5 6 14 21911 "Incidence"
"658" 2 5 5 6 14 33101 "Incidence"
"659" 1 6 5 6 11 8022 "Incidence"
"660" 2 6 5 6 17 20260 "Incidence"
"661" 1 1 6 6 13 198183 "Incidence"
"662" 2 1 6 6 13 189988 "Incidence"
"663" 1 2 6 6 10 54684 "Incidence"
"664" 2 2 6 6 15 57065 "Incidence"
"665" 1 3 6 6 20 47578 "Incidence"
"666" 2 3 6 6 18 50308 "Incidence"
"667" 1 4 6 6 17 36672 "Incidence"
"668" 2 4 6 6 14 42448 "Incidence"
"669" 1 5 6 6 14 24021 "Incidence"
"670" 2 5 6 6 15 34987 "Incidence"
"671" 1 6 6 6 12 8500 "Incidence"
"672" 2 6 6 6 20 21478 "Incidence"
"673" 1 1 7 6 16 193374 "Incidence"
"674" 2 1 7 6 15 184444 "Incidence"
"675" 1 2 7 6 9 55925 "Incidence"
"676" 2 2 7 6 10 58299 "Incidence"
"677" 1 3 7 6 21 49681 "Incidence"
"678" 2 3 7 6 14 52665 "Incidence"
"679" 1 4 7 6 22 36665 "Incidence"
"680" 2 4 7 6 18 42172 "Incidence"
"681" 1 5 7 6 13 25952 "Incidence"
"682" 2 5 7 6 17 36731 "Incidence"
"683" 1 6 7 6 12 9180 "Incidence"
"684" 2 6 7 6 19 22899 "Incidence"
"685" 1 1 8 6 15 190451 "Incidence"
"686" 2 1 8 6 12 181557 "Incidence"
"687" 1 2 8 6 13 57916 "Incidence"
"688" 2 2 8 6 12 59907 "Incidence"
"689" 1 3 8 6 20 50533 "Incidence"
"690" 2 3 8 6 16 53735 "Incidence"
"691" 1 4 8 6 25 37774 "Incidence"
"692" 2 4 8 6 14 42972 "Incidence"
"693" 1 5 8 6 22 27300 "Incidence"
"694" 2 5 8 6 22 38078 "Incidence"
"695" 1 6 8 6 10 10450 "Incidence"
"696" 2 6 8 6 13 24913 "Incidence"
"697" 1 1 9 6 NA 187528 "Incidence"
"698" 2 1 9 6 NA 178670 "Incidence"
"699" 1 2 9 6 NA 59907 "Incidence"
"700" 2 2 9 6 NA 61515 "Incidence"
"701" 1 3 9 6 NA 51385 "Incidence"
"702" 2 3 9 6 NA 54805 "Incidence"
"703" 1 4 9 6 NA 38883 "Incidence"
"704" 2 4 9 6 NA 43772 "Incidence"
"705" 1 5 9 6 NA 28648 "Incidence"
"706" 2 5 9 6 NA 39425 "Incidence"
"707" 1 6 9 6 NA 11720 "Incidence"
"708" 2 6 9 6 NA 26927 "Incidence"
"709" 1 1 10 6 NA 184850 "Incidence"
"710" 2 1 10 6 NA 176607 "Incidence"
"711" 1 2 10 6 NA 61320 "Incidence"
"712" 2 2 10 6 NA 62516 "Incidence"
"713" 1 3 10 6 NA 52088 "Incidence"
"714" 2 3 10 6 NA 55595 "Incidence"
"715" 1 4 10 6 NA 40612 "Incidence"
"716" 2 4 10 6 NA 45718 "Incidence"
"717" 1 5 10 6 NA 28934 "Incidence"
"718" 2 5 10 6 NA 39286 "Incidence"
"719" 1 6 10 6 NA 12821 "Incidence"
"720" 2 6 10 6 NA 28661 "Incidence"
"721" 1 1 1 7 11 167574 "Incidence"
"722" 2 1 1 7 8 163326 "Incidence"
"723" 1 2 1 7 12 37767 "Incidence"
"724" 2 2 1 7 9 35448 "Incidence"
"725" 1 3 1 7 14 31619 "Incidence"
"726" 2 3 1 7 12 29258 "Incidence"
"727" 1 4 1 7 16 21956 "Incidence"
"728" 2 4 1 7 13 23854 "Incidence"
"729" 1 5 1 7 15 11273 "Incidence"
"730" 2 5 1 7 10 15877 "Incidence"
"731" 1 6 1 7 13 4410 "Incidence"
"732" 2 6 1 7 17 8426 "Incidence"
"733" 1 1 2 7 17 164767 "Incidence"
"734" 2 1 2 7 16 160918 "Incidence"
"735" 1 2 2 7 12 39288 "Incidence"
"736" 2 2 2 7 11 37391 "Incidence"
"737" 1 3 2 7 9 31843 "Incidence"
"738" 2 3 2 7 10 29393 "Incidence"
"739" 1 4 2 7 18 23787 "Incidence"
"740" 2 4 2 7 14 25305 "Incidence"
"741" 1 5 2 7 10 11871 "Incidence"
"742" 2 5 2 7 14 16658 "Incidence"
"743" 1 6 2 7 11 4922 "Incidence"
"744" 2 6 2 7 10 9385 "Incidence"
"745" 1 1 3 7 19 162288 "Incidence"
"746" 2 1 3 7 15 158577 "Incidence"
"747" 1 2 3 7 18 40390 "Incidence"
"748" 2 2 3 7 10 38855 "Incidence"
"749" 1 3 3 7 14 32632 "Incidence"
"750" 2 3 3 7 13 30211 "Incidence"
"751" 1 4 3 7 17 25722 "Incidence"
"752" 2 4 3 7 16 26680 "Incidence"
"753" 1 5 3 7 15 13174 "Incidence"
"754" 2 5 3 7 15 18082 "Incidence"
"755" 1 6 3 7 10 5443 "Incidence"
"756" 2 6 3 7 8 10585 "Incidence"
"757" 1 1 4 7 15 159814 "Incidence"
"758" 2 1 4 7 12 156239 "Incidence"
"759" 1 2 4 7 9 41496 "Incidence"
"760" 2 2 4 7 8 40321 "Incidence"
"761" 1 3 4 7 10 33421 "Incidence"
"762" 2 3 4 7 15 31031 "Incidence"
"763" 1 4 4 7 14 27659 "Incidence"
"764" 2 4 4 7 12 28057 "Incidence"
"765" 1 5 4 7 18 14481 "Incidence"
"766" 2 5 4 7 10 19506 "Incidence"
"767" 1 6 4 7 9 5969 "Incidence"
"768" 2 6 4 7 11 11786 "Incidence"
"769" 1 1 5 7 11 156688 "Incidence"
"770" 2 1 5 7 17 152435 "Incidence"
"771" 1 2 5 7 15 42426 "Incidence"
"772" 2 2 5 7 13 41760 "Incidence"
"773" 1 3 5 7 9 35210 "Incidence"
"774" 2 3 5 7 9 33114 "Incidence"
"775" 1 4 5 7 14 28208 "Incidence"
"776" 2 4 5 7 12 28248 "Incidence"
"777" 1 5 5 7 20 16103 "Incidence"
"778" 2 5 5 7 17 21031 "Incidence"
"779" 1 6 5 7 11 6378 "Incidence"
"780" 2 6 5 7 10 12757 "Incidence"
"781" 1 1 6 7 11 153312 "Incidence"
"782" 2 1 6 7 13 148155 "Incidence"
"783" 1 2 6 7 12 43306 "Incidence"
"784" 2 2 6 7 9 43172 "Incidence"
"785" 1 3 6 7 17 37304 "Incidence"
"786" 2 3 6 7 18 35602 "Incidence"
"787" 1 4 6 7 17 28266 "Incidence"
"788" 2 4 6 7 10 28038 "Incidence"
"789" 1 5 6 7 15 17829 "Incidence"
"790" 2 5 6 7 15 22571 "Incidence"
"791" 1 6 6 7 16 6748 "Incidence"
"792" 2 6 6 7 12 13645 "Incidence"
"793" 1 1 7 7 12 151143 "Incidence"
"794" 2 1 7 7 10 144903 "Incidence"
"795" 1 2 7 7 11 44544 "Incidence"
"796" 2 2 7 7 13 44789 "Incidence"
"797" 1 3 7 7 10 39147 "Incidence"
"798" 2 3 7 7 11 37857 "Incidence"
"799" 1 4 7 7 14 28584 "Incidence"
"800" 2 4 7 7 18 28135 "Incidence"
"801" 1 5 7 7 13 19508 "Incidence"
"802" 2 5 7 7 17 24042 "Incidence"
"803" 1 6 7 7 14 7275 "Incidence"
"804" 2 6 7 7 18 14717 "Incidence"
"805" 1 1 8 7 17 152542 "Incidence"
"806" 2 1 8 7 8 144741 "Incidence"
"807" 1 2 8 7 10 46863 "Incidence"
"808" 2 2 8 7 13 46954 "Incidence"
"809" 1 3 8 7 13 40159 "Incidence"
"810" 2 3 8 7 15 39395 "Incidence"
"811" 1 4 8 7 12 29611 "Incidence"
"812" 2 4 8 7 12 29149 "Incidence"
"813" 1 5 8 7 10 21045 "Incidence"
"814" 2 5 8 7 16 25249 "Incidence"
"815" 1 6 8 7 10 8240 "Incidence"
"816" 2 6 8 7 15 16320 "Incidence"
"817" 1 1 9 7 NA 153941 "Incidence"
"818" 2 1 9 7 NA 144579 "Incidence"
"819" 1 2 9 7 NA 49182 "Incidence"
"820" 2 2 9 7 NA 49119 "Incidence"
"821" 1 3 9 7 NA 41171 "Incidence"
"822" 2 3 9 7 NA 40933 "Incidence"
"823" 1 4 9 7 NA 30638 "Incidence"
"824" 2 4 9 7 NA 30163 "Incidence"
"825" 1 5 9 7 NA 22582 "Incidence"
"826" 2 5 9 7 NA 26456 "Incidence"
"827" 1 6 9 7 NA 9205 "Incidence"
"828" 2 6 9 7 NA 17923 "Incidence"
"829" 1 1 10 7 NA 154629 "Incidence"
"830" 2 1 10 7 NA 144685 "Incidence"
"831" 1 2 10 7 NA 50810 "Incidence"
"832" 2 2 10 7 NA 50191 "Incidence"
"833" 1 3 10 7 NA 42027 "Incidence"
"834" 2 3 10 7 NA 42233 "Incidence"
"835" 1 4 10 7 NA 32106 "Incidence"
"836" 2 4 10 7 NA 31965 "Incidence"
"837" 1 5 10 7 NA 23023 "Incidence"
"838" 2 5 10 7 NA 26604 "Incidence"
"839" 1 6 10 7 NA 10161 "Incidence"
"840" 2 6 10 7 NA 19197 "Incidence"
"841" 1 1 1 8 12 36603 "Incidence"
"842" 2 1 1 8 9 32938 "Incidence"
"843" 1 2 1 8 10 7988 "Incidence"
"844" 2 2 1 8 10 6958 "Incidence"
"845" 1 3 1 8 14 7628 "Incidence"
"846" 2 3 1 8 8 7513 "Incidence"
"847" 1 4 1 8 13 8294 "Incidence"
"848" 2 4 1 8 11 8624 "Incidence"
"849" 1 5 1 8 10 4893 "Incidence"
"850" 2 5 1 8 10 6614 "Incidence"
"851" 1 6 1 8 9 2250 "Incidence"
"852" 2 6 1 8 8 3638 "Incidence"
"853" 1 1 2 8 10 35578 "Incidence"
"854" 2 1 2 8 7 31952 "Incidence"
"855" 1 2 2 8 8 8303 "Incidence"
"856" 2 2 2 8 10 7175 "Incidence"
"857" 1 3 2 8 12 7243 "Incidence"
"858" 2 3 2 8 9 7031 "Incidence"
"859" 1 4 2 8 8 8502 "Incidence"
"860" 2 4 2 8 12 8766 "Incidence"
"861" 1 5 2 8 10 5044 "Incidence"
"862" 2 5 2 8 11 6695 "Incidence"
"863" 1 6 2 8 10 2360 "Incidence"
"864" 2 6 2 8 13 3930 "Incidence"
"865" 1 1 3 8 12 34447 "Incidence"
"866" 2 1 3 8 6 30944 "Incidence"
"867" 1 2 3 8 9 8604 "Incidence"
"868" 2 2 3 8 11 7419 "Incidence"
"869" 1 3 3 8 11 7273 "Incidence"
"870" 2 3 3 8 9 6831 "Incidence"
"871" 1 4 3 8 13 8357 "Incidence"
"872" 2 4 3 8 12 8607 "Incidence"
"873" 1 5 3 8 11 5493 "Incidence"
"874" 2 5 3 8 15 6948 "Incidence"
"875" 1 6 3 8 11 2427 "Incidence"
"876" 2 6 3 8 9 4258 "Incidence"
"877" 1 1 4 8 13 33316 "Incidence"
"878" 2 1 4 8 6 29936 "Incidence"
"879" 1 2 4 8 11 8905 "Incidence"
"880" 2 2 4 8 11 7663 "Incidence"
"881" 1 3 4 8 11 7303 "Incidence"
"882" 2 3 4 8 12 6631 "Incidence"
"883" 1 4 4 8 9 8212 "Incidence"
"884" 2 4 4 8 10 8448 "Incidence"
"885" 1 5 4 8 13 5942 "Incidence"
"886" 2 5 4 8 9 7201 "Incidence"
"887" 1 6 4 8 12 2494 "Incidence"
"888" 2 6 4 8 9 4586 "Incidence"
"889" 1 1 5 8 7 33154 "Incidence"
"890" 2 1 5 8 10 29646 "Incidence"
"891" 1 2 5 8 9 9371 "Incidence"
"892" 2 2 5 8 9 8032 "Incidence"
"893" 1 3 5 8 11 7668 "Incidence"
"894" 2 3 5 8 9 6821 "Incidence"
"895" 1 4 5 8 9 8006 "Incidence"
"896" 2 4 5 8 10 8336 "Incidence"
"897" 1 5 5 8 12 6452 "Incidence"
"898" 2 5 5 8 9 7654 "Incidence"
"899" 1 6 5 8 8 2658 "Incidence"
"900" 2 6 5 8 9 4922 "Incidence"
"901" 1 1 6 8 12 32032 "Incidence"
"902" 2 1 6 8 11 28345 "Incidence"
"903" 1 2 6 8 11 9598 "Incidence"
"904" 2 2 6 8 11 8179 "Incidence"
"905" 1 3 6 8 11 8007 "Incidence"
"906" 2 3 6 8 11 7136 "Incidence"
"907" 1 4 6 8 13 7390 "Incidence"
"908" 2 4 6 8 6 7575 "Incidence"
"909" 1 5 6 8 10 6704 "Incidence"
"910" 2 5 6 8 13 7895 "Incidence"
"911" 1 6 6 8 8 2727 "Incidence"
"912" 2 6 6 8 10 5134 "Incidence"
"913" 1 1 7 8 7 32306 "Incidence"
"914" 2 1 7 8 10 28319 "Incidence"
"915" 1 2 7 8 8 10364 "Incidence"
"916" 2 2 7 8 12 8684 "Incidence"
"917" 1 3 7 8 12 8444 "Incidence"
"918" 2 3 7 8 11 7320 "Incidence"
"919" 1 4 7 8 11 6976 "Incidence"
"920" 2 4 7 8 11 7087 "Incidence"
"921" 1 5 7 8 7 6911 "Incidence"
"922" 2 5 7 8 11 8113 "Incidence"
"923" 1 6 7 8 12 3017 "Incidence"
"924" 2 6 7 8 9 5441 "Incidence"
"925" 1 1 8 8 7 32792 "Incidence"
"926" 2 1 8 8 10 28803 "Incidence"
"927" 1 2 8 8 9 10717 "Incidence"
"928" 2 2 8 8 13 9103 "Incidence"
"929" 1 3 8 8 9 8897 "Incidence"
"930" 2 3 8 8 9 7625 "Incidence"
"931" 1 4 8 8 13 6915 "Incidence"
"932" 2 4 8 8 10 6775 "Incidence"
"933" 1 5 8 8 12 6814 "Incidence"
"934" 2 5 8 8 9 8039 "Incidence"
"935" 1 6 8 8 9 3356 "Incidence"
"936" 2 6 8 8 8 5852 "Incidence"
"937" 1 1 9 8 NA 32958 "Incidence"
"938" 2 1 9 8 NA 29088 "Incidence"
"939" 1 2 9 8 NA 11028 "Incidence"
"940" 2 2 9 8 NA 9538 "Incidence"
"941" 1 3 9 8 NA 9187 "Incidence"
"942" 2 3 9 8 NA 7865 "Incidence"
"943" 1 4 9 8 NA 7067 "Incidence"
"944" 2 4 9 8 NA 6725 "Incidence"
"945" 1 5 9 8 NA 6791 "Incidence"
"946" 2 5 9 8 NA 7879 "Incidence"
"947" 1 6 9 8 NA 3667 "Incidence"
"948" 2 6 9 8 NA 6266 "Incidence"
"949" 1 1 10 8 NA 32838 "Incidence"
"950" 2 1 10 8 NA 29261 "Incidence"
"951" 1 2 10 8 NA 11401 "Incidence"
"952" 2 2 10 8 NA 9721 "Incidence"
"953" 1 3 10 8 NA 9499 "Incidence"
"954" 2 3 10 8 NA 8224 "Incidence"
"955" 1 4 10 8 NA 7261 "Incidence"
"956" 2 4 10 8 NA 6783 "Incidence"
"957" 1 5 10 8 NA 6663 "Incidence"
"958" 2 5 10 8 NA 7650 "Incidence"
"959" 1 6 10 8 NA 3931 "Incidence"
"960" 2 6 10 8 NA 6603 "Incidence"
"961" 1 1 1 9 11 69292 "Incidence"
"962" 2 1 1 9 13 65800 "Incidence"
"963" 1 2 1 9 8 14530 "Incidence"
"964" 2 2 1 9 9 13337 "Incidence"
"965" 1 3 1 9 10 13995 "Incidence"
"966" 2 3 1 9 8 14129 "Incidence"
"967" 1 4 1 9 16 14619 "Incidence"
"968" 2 4 1 9 7 15755 "Incidence"
"969" 1 5 1 9 15 8385 "Incidence"
"970" 2 5 1 9 7 11387 "Incidence"
"971" 1 6 1 9 8 3114 "Incidence"
"972" 2 6 1 9 9 5660 "Incidence"
"973" 1 1 2 9 7 68022 "Incidence"
"974" 2 1 2 9 11 64778 "Incidence"
"975" 1 2 2 9 9 15116 "Incidence"
"976" 2 2 2 9 10 13711 "Incidence"
"977" 1 3 2 9 11 13292 "Incidence"
"978" 2 3 2 9 8 13387 "Incidence"
"979" 1 4 2 9 14 14994 "Incidence"
"980" 2 4 2 9 11 16014 "Incidence"
"981" 1 5 2 9 10 8832 "Incidence"
"982" 2 5 2 9 12 11886 "Incidence"
"983" 1 6 2 9 9 3391 "Incidence"
"984" 2 6 2 9 12 6160 "Incidence"
"985" 1 1 3 9 13 66984 "Incidence"
"986" 2 1 3 9 7 63912 "Incidence"
"987" 1 2 3 9 6 15569 "Incidence"
"988" 2 2 3 9 7 14113 "Incidence"
"989" 1 3 3 9 12 13271 "Incidence"
"990" 2 3 3 9 13 13066 "Incidence"
"991" 1 4 3 9 11 14769 "Incidence"
"992" 2 4 3 9 13 15778 "Incidence"
"993" 1 5 3 9 13 9657 "Incidence"
"994" 2 5 3 9 10 12617 "Incidence"
"995" 1 6 3 9 10 3651 "Incidence"
"996" 2 6 3 9 11 6788 "Incidence"
"997" 1 1 4 9 9 65946 "Incidence"
"998" 2 1 4 9 8 63046 "Incidence"
"999" 1 2 4 9 12 16022 "Incidence"
"1000" 2 2 4 9 9 14515 "Incidence"
"1001" 1 3 4 9 9 13250 "Incidence"
"1002" 2 3 4 9 11 12745 "Incidence"
"1003" 1 4 4 9 12 14544 "Incidence"
"1004" 2 4 4 9 12 15542 "Incidence"
"1005" 1 5 4 9 10 10482 "Incidence"
"1006" 2 5 4 9 10 13348 "Incidence"
"1007" 1 6 4 9 10 3911 "Incidence"
"1008" 2 6 4 9 8 7416 "Incidence"
"1009" 1 1 5 9 12 67143 "Incidence"
"1010" 2 1 5 9 7 63829 "Incidence"
"1011" 1 2 5 9 12 17004 "Incidence"
"1012" 2 2 5 9 10 15407 "Incidence"
"1013" 1 3 5 9 12 13797 "Incidence"
"1014" 2 3 5 9 12 13239 "Incidence"
"1015" 1 4 5 9 12 14406 "Incidence"
"1016" 2 4 5 9 10 15508 "Incidence"
"1017" 1 5 5 9 13 11442 "Incidence"
"1018" 2 5 5 9 11 14091 "Incidence"
"1019" 1 6 5 9 9 4210 "Incidence"
"1020" 2 6 5 9 10 8176 "Incidence"
"1021" 1 1 6 9 10 65837 "Incidence"
"1022" 2 1 6 9 12 61853 "Incidence"
"1023" 1 2 6 9 12 17465 "Incidence"
"1024" 2 2 6 9 11 15846 "Incidence"
"1025" 1 3 6 9 12 14593 "Incidence"
"1026" 2 3 6 9 9 13832 "Incidence"
"1027" 1 4 6 9 13 13173 "Incidence"
"1028" 2 4 6 9 8 14124 "Incidence"
"1029" 1 5 6 9 12 11778 "Incidence"
"1030" 2 5 6 9 13 14499 "Incidence"
"1031" 1 6 6 9 16 4474 "Incidence"
"1032" 2 6 6 9 9 8605 "Incidence"
"1033" 1 1 7 9 10 70824 "Incidence"
"1034" 2 1 7 9 7 63225 "Incidence"
"1035" 1 2 7 9 9 19257 "Incidence"
"1036" 2 2 7 9 6 17132 "Incidence"
"1037" 1 3 7 9 10 15256 "Incidence"
"1038" 2 3 7 9 10 14131 "Incidence"
"1039" 1 4 7 9 11 12704 "Incidence"
"1040" 2 4 7 9 13 13529 "Incidence"
"1041" 1 5 7 9 12 11966 "Incidence"
"1042" 2 5 7 9 14 14824 "Incidence"
"1043" 1 6 7 9 9 5107 "Incidence"
"1044" 2 6 7 9 11 9291 "Incidence"
"1045" 1 1 8 9 13 73350 "Incidence"
"1046" 2 1 8 9 8 64931 "Incidence"
"1047" 1 2 8 9 12 20647 "Incidence"
"1048" 2 2 8 9 9 18295 "Incidence"
"1049" 1 3 8 9 14 15899 "Incidence"
"1050" 2 3 8 9 8 14669 "Incidence"
"1051" 1 4 8 9 10 12460 "Incidence"
"1052" 2 4 8 9 12 13138 "Incidence"
"1053" 1 5 8 9 11 11931 "Incidence"
"1054" 2 5 8 9 9 14701 "Incidence"
"1055" 1 6 8 9 10 5613 "Incidence"
"1056" 2 6 8 9 12 9990 "Incidence"
"1057" 1 1 9 9 NA 74067 "Incidence"
"1058" 2 1 9 9 NA 65705 "Incidence"
"1059" 1 2 9 9 NA 22004 "Incidence"
"1060" 2 2 9 9 NA 19543 "Incidence"
"1061" 1 3 9 9 NA 16411 "Incidence"
"1062" 2 3 9 9 NA 15055 "Incidence"
"1063" 1 4 9 9 NA 12691 "Incidence"
"1064" 2 4 9 9 NA 13029 "Incidence"
"1065" 1 5 9 9 NA 11734 "Incidence"
"1066" 2 5 9 9 NA 14558 "Incidence"
"1067" 1 6 9 9 NA 6078 "Incidence"
"1068" 2 6 9 9 NA 10668 "Incidence"
"1069" 1 1 10 9 NA 73475 "Incidence"
"1070" 2 1 10 9 NA 66335 "Incidence"
"1071" 1 2 10 9 NA 22934 "Incidence"
"1072" 2 2 10 9 NA 20346 "Incidence"
"1073" 1 3 10 9 NA 17310 "Incidence"
"1074" 2 3 10 9 NA 15688 "Incidence"
"1075" 1 4 10 9 NA 13118 "Incidence"
"1076" 2 4 10 9 NA 13241 "Incidence"
"1077" 1 5 10 9 NA 11543 "Incidence"
"1078" 2 5 10 9 NA 14125 "Incidence"
"1079" 1 6 10 9 NA 6449 "Incidence"
"1080" 2 6 10 9 NA 11359 "Incidence"
"1081" 1 1 1 10 13 40620 "Incidence"
"1082" 2 1 1 10 9 35582 "Incidence"
"1083" 1 2 1 10 13 8822 "Incidence"
"1084" 2 2 1 10 13 7061 "Incidence"
"1085" 1 3 1 10 10 8575 "Incidence"
"1086" 2 3 1 10 12 7276 "Incidence"
"1087" 1 4 1 10 10 8122 "Incidence"
"1088" 2 4 1 10 8 7748 "Incidence"
"1089" 1 5 1 10 15 4710 "Incidence"
"1090" 2 5 1 10 9 5700 "Incidence"
"1091" 1 6 1 10 8 1939 "Incidence"
"1092" 2 6 1 10 12 3176 "Incidence"
"1093" 1 1 2 10 9 39291 "Incidence"
"1094" 2 1 2 10 9 34405 "Incidence"
"1095" 1 2 2 10 8 9118 "Incidence"
"1096" 2 2 2 10 10 7302 "Incidence"
"1097" 1 3 2 10 10 8189 "Incidence"
"1098" 2 3 2 10 13 6912 "Incidence"
"1099" 1 4 2 10 11 8406 "Incidence"
"1100" 2 4 2 10 14 7877 "Incidence"
"1101" 1 5 2 10 12 4792 "Incidence"
"1102" 2 5 2 10 13 5808 "Incidence"
"1103" 1 6 2 10 8 2105 "Incidence"
"1104" 2 6 2 10 7 3448 "Incidence"
"1105" 1 1 3 10 9 38138 "Incidence"
"1106" 2 1 3 10 8 33604 "Incidence"
"1107" 1 2 3 10 12 9568 "Incidence"
"1108" 2 2 3 10 11 7533 "Incidence"
"1109" 1 3 3 10 12 8010 "Incidence"
"1110" 2 3 3 10 12 6739 "Incidence"
"1111" 1 4 3 10 12 8469 "Incidence"
"1112" 2 4 3 10 12 7748 "Incidence"
"1113" 1 5 3 10 13 5138 "Incidence"
"1114" 2 5 3 10 8 6100 "Incidence"
"1115" 1 6 3 10 10 2223 "Incidence"
"1116" 2 6 3 10 9 3755 "Incidence"
"1117" 1 1 4 10 8 36985 "Incidence"
"1118" 2 1 4 10 8 32803 "Incidence"
"1119" 1 2 4 10 6 10018 "Incidence"
"1120" 2 2 4 10 8 7764 "Incidence"
"1121" 1 3 4 10 11 7831 "Incidence"
"1122" 2 3 4 10 12 6566 "Incidence"
"1123" 1 4 4 10 12 8532 "Incidence"
"1124" 2 4 4 10 12 7619 "Incidence"
"1125" 1 5 4 10 7 5484 "Incidence"
"1126" 2 5 4 10 11 6392 "Incidence"
"1127" 1 6 4 10 7 2341 "Incidence"
"1128" 2 6 4 10 11 4062 "Incidence"
"1129" 1 1 5 10 11 37031 "Incidence"
"1130" 2 1 5 10 14 32805 "Incidence"
"1131" 1 2 5 10 7 10834 "Incidence"
"1132" 2 2 5 10 9 8353 "Incidence"
"1133" 1 3 5 10 9 8223 "Incidence"
"1134" 2 3 5 10 8 6819 "Incidence"
"1135" 1 4 5 10 10 8746 "Incidence"
"1136" 2 4 5 10 8 7663 "Incidence"
"1137" 1 5 5 10 12 6040 "Incidence"
"1138" 2 5 5 10 7 6906 "Incidence"
"1139" 1 6 5 10 9 2536 "Incidence"
"1140" 2 6 5 10 7 4406 "Incidence"
"1141" 1 1 6 10 14 34893 "Incidence"
"1142" 2 1 6 10 10 30919 "Incidence"
"1143" 1 2 6 10 7 10879 "Incidence"
"1144" 2 2 6 10 10 8379 "Incidence"
"1145" 1 3 6 10 12 8520 "Incidence"
"1146" 2 3 6 10 8 6957 "Incidence"
"1147" 1 4 6 10 11 8122 "Incidence"
"1148" 2 4 6 10 10 7141 "Incidence"
